Detailed results on small-scaled data with CO=LC and T=6,,,,,,,,,,,,,,,,,,,
Instance,Best,sCCJ,Gap,tCCJ,sKS,Gap,tKS,DIMACS,sALNS,Gap,sBCHeu,Gap,,sHGS,Gap,tHGS,BST,CostAvg,GapAvg
1n45_2,9621.63,-,-,-,-,-,-,9621.63,9695.62,0.77,9621.63,0.0,,9626.44,0.05,2806.0,2806.0,9630.49,0.09
1n45_3,10903.52,-,-,-,-,-,-,10903.52,11038.64,1.24,11091.83,1.73,,10887.6,-0.15,2861.0,2861.0,10903.73,0.0
1n45_4,12321.57,-,-,-,-,-,-,12321.57,12854.03,4.32,12427.45,0.86,,12240.6,-0.66,2703.0,2252.0,12305.49,-0.13
1n45_5,13787.32,-,-,-,-,-,-,13787.32,13787.32,0.0,13852.23,0.47,,13839.8,0.38,3487.0,2911.0,13839.8,0.38
2n45_2,9962.84,-,-,-,-,-,-,9962.84,10065.46,1.03,10128.16,1.66,,9939.98,-0.23,1030.0,561.0,9942.02,-0.21
2n45_3,11660.89,-,-,-,-,-,-,11660.89,11869.1,1.79,11660.89,0.0,,11623.8,-0.32,6078.0,6078.0,11669.15,0.07
2n45_4,13577.87,-,-,-,-,-,-,13577.87,13781.33,1.5,13663.5,0.63,,13490.3,-0.64,4117.0,4117.0,13563.99,-0.1
2n45_5,15320.3,-,-,-,-,-,-,15320.3,15569.11,1.62,15320.3,0.0,,15338.0,0.1,4690.0,4096.0,15338.0,0.1
3n45_2,9589.62,-,-,-,-,-,-,9589.62,9589.62,0.0,9589.62,0.0,,9589.62,0.00,1325.0,1325.0,9589.93,0.0
3n45_3,10143.16,-,-,-,-,-,-,10143.16,10207.79,0.64,10187.14,0.43,,10143.2,0.00,1483.0,1483.0,10148.16,0.05
3n45_4,10856.31,-,-,-,-,-,-,10856.31,10965.33,1.0,10856.31,0.0,,10795.9,-0.56,3858.0,3858.0,10815.21,-0.38
3n45_5,11528.78,-,-,-,-,-,-,11528.78,11849.4,2.78,11537.86,0.08,,11520.9,-0.07,5997.0,5997.0,11556.02,0.24
4n45_2,10352.16,-,-,-,-,-,-,10352.16,10451.97,0.96,10418.35,0.64,,10338.5,-0.13,1812.0,1811.0,10345.23,-0.07
4n45_3,11791.97,-,-,-,-,-,-,11791.97,11837.25,0.38,11923.07,1.11,,11744.3,-0.40,3715.0,3305.0,11783.81,-0.07
4n45_4,13451.82,-,-,-,-,-,-,13451.82,13790.06,2.51,13455.77,0.03,,13306.9,-1.08,6521.0,6521.0,13374.47,-0.58
4n45_5,14927.42,-,-,-,-,-,-,14927.42,15115.78,1.26,14927.42,0.0,,14947.9,0.14,6234.0,5813.0,15061.73,0.9
5n45_2,9183.58,-,-,-,-,-,-,9183.58,9252.57,0.75,9206.28,0.25,,9176.54,-0.08,1450.0,1450.0,9185.77,0.02
5n45_3,9794.08,-,-,-,-,-,-,9794.08,9794.08,0.0,9816.5,0.23,,9769.58,-0.25,1910.0,1910.0,9790.67,-0.03
5n45_4,10499.3,-,-,-,-,-,-,10499.3,10552.32,0.50,10645.36,1.39,,10462.1,-0.4,2304.0,2304.0,10503.54,0.04
5n45_5,11267.95,-,-,-,-,-,-,11267.95,11451.9,1.63,11267.95,0.0,,11271.5,0.03,4958.0,4958.0,11302.67,0.31
1n50_2,10971.77,-,-,-,-,-,-,10971.77,11015.43,0.4,10971.77,0.0,,10952.4,-0.18,2774.0,2774.0,10983.39,0.11
1n50_3,12637.17,-,-,-,-,-,-,12637.17,12637.17,0.0,12702.98,0.52,,12599.7,-0.30,3603.0,3603.0,12600.69,-0.29
1n50_4,14596.88,-,-,-,-,-,-,14596.88,15129.14,3.65,14596.88,0.0,,14598.9,0.01,7117.0,7117.0,14745.84,1.02
1n50_5,16645.46,-,-,-,-,-,-,16645.46,16645.46,0.0,16680.88,0.21,,16756.2,0.67,3886.0,3149.0,16843.39,1.19
2n50_2,11406.98,-,-,-,-,-,-,11406.98,11516.07,0.96,11477.94,0.62,,11392.5,-0.13,3022.0,2254.0,11394.94,-0.11
2n50_3,13324.86,-,-,-,-,-,-,13324.86,13546.04,1.66,13324.86,0.0,,13167.0,-1.18,5004.0,4596.0,13229.55,-0.72
2n50_4,15107.32,-,-,-,-,-,-,15107.32,15254.23,0.97,15107.32,0.0,,15064.3,-0.28,3655.0,3064.0,15150.16,0.28
2n50_5,17136.1,-,-,-,-,-,-,17136.1,17423.79,1.68,17136.1,0.0,,17215.0,0.5,7200.0,7200.0,17294.7,0.93
3n50_2,10723.19,-,-,-,-,-,-,10723.19,10760.53,0.35,10754.05,0.29,,10727.3,0.04,3847.0,3847.0,10765.33,0.39
3n50_3,11922.81,-,-,-,-,-,-,11922.81,11976.52,0.45,11922.81,0.0,,11848.5,-0.62,1485.0,967.0,11914.44,-0.07
3n50_4,13275.82,-,-,-,-,-,-,13275.82,13308.05,0.24,13328.51,0.4,,13215.4,-0.46,6454.0,6397.0,13331.38,0.42
3n50_5,14640.47,-,-,-,-,-,-,14640.47,15249.7,4.16,14640.47,0.0,,14658.5,0.12,2944.0,2271.0,14658.5,0.12
4n50_2,10808.79,-,-,-,-,-,-,10808.79,11189.31,3.52,10929.86,1.12,,10810.8,0.02,4592.0,4592.0,10820.15,0.11
4n50_3,12700.68,-,-,-,-,-,-,12700.68,12722.21,0.17,12700.68,0.0,,12703.0,0.0,3737.0,3737.0,12723.35,0.18
4n50_4,14751.59,-,-,-,-,-,-,14751.59,14751.59,0.0,14926.99,1.19,,14781.4,0.2,4273.0,4273.0,14929.72,1.21
4n50_5,16794.67,-,-,-,-,-,-,16794.67,17106.08,1.85,16885.56,0.54,,16838.8,0.26,4063.0,3371.0,16838.8,0.26
5n50_2,10524.15,-,-,-,-,-,-,10524.15,10630.15,1.01,10524.15,0.0,,10526.0,0.02,2779.0,2779.0,10529.31,0.05
5n50_3,12137.63,-,-,-,-,-,-,12137.63,12137.63,0.0,12193.17,0.46,,12128.1,-0.08,4343.0,3425.0,12195.76,0.48
5n50_4,13873.4,-,-,-,-,-,-,13873.4,14371.59,3.59,13873.4,0.0,,13925.5,0.4,2861.0,2285.0,13925.5,0.0
5n50_5,15554.1,-,-,-,-,-,-,15554.1,16151.19,3.84,15554.1,0.0,,15717.1,1.0,3401.0,2693.0,15839.57,1.84
